imdb_id,summary,actors,release_date
tt4340180,Direct Ishq is a love triangle where Dolly Pandey is the common love interest of Kabeer Bajpai an event organiser and Vicky Shukla President of Kashi Vidyapeeth.,Rajniesh Duggall|Nidhi Subbaiah|Arjun Bijlani|Rajesh Shringarpure|,19 February 2016 (India)
tt4979160,The film stars Ruhi Singh as Rhea  a free-spirited girl  whose life turns upside down when her father gets appointed as the Prime Minister of India. The fiercely independent Rhea starts to ...                    ,Krishna Chaturvedi|Ruhi Singh|Javed Jaffrey|Lisa Ray|,19 February 2016 (India)
tt5286444,Neerja is the story of the courageous Neerja Bhanot  who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.,Sonam Kapoor|Shabana Azmi|Yogendra Tiku|Abrar Zahoor|Jim Sarbh|Ali Baldiwala|Vikrant Singta|Parthaa Akerkar|Madhu Anand Chandhock|,19 February 2016 (USA)
tt5130348,Love Shagun is a romantic comedy about seven different definitions of love where the definitions are the characters themselves. This film encompasses the menial insecurities of today's ...                    ,Anuj Sachdeva|Nidhi Subbaiah|Manit Joura|Simpy Singh|Shamin Mannan|Vikram Kochhar|Taran Bajaj|Jameel Khan|Jaswinder Kaur|Rajat Ganguly|Swastika Chakraborty|Anurag Sharma|Saandesh Nayak|Ravi Khemu|,26 February 2016 (India)
tt5121000,A gay  linguistic professor living in a small orthodox city must deal with the aftermath of a sting operation that puts his sexual orientation in front of the entire nation.,Sukhesh Arora|Manoj Bajpayee|Balaji Gauri|Sumit Gulati|Dilnaz Irani|Sachin Parikh|K.R. Parmeshwar|Rajkummar Rao|Naval Shukla|Ishwak Singh|Nutan Surya|Divya Unny|Suman Vaidya|,26 February 2016 (India)
tt5216810,The passionate journey of three Bollywood fanatics who wish to make it big in the industry.,Raima Sen|Salim Diwan|Ashish Vidyarthi|Karuna Pandey|Viineet Kumar|Robin Das|,26 February 2016 (India)
tt5313980,A Bollywood director is hired by an American talent agent to make a film on Osama bin Laden. The plan to use an Osama doppelganger in order to prove his death boomerangs when a Taliban arms dealer hijacks their idea to prove he's alive.,Parthaa Akerkar|Krishna Bansal|Vikrant Chaturvedi|Iman Crosson|Sugandha Garg|Kunal Gupta|Noel Jacobson|Rohan Khatri|Sikander Kher|Birbal Khosla|Vaibhav Mathur|Piyush Mishra|Jiten Mukhi|Bachan Pachehra|,26 February 2016 (USA)
tt4979082,A newly appointed Senior Inspector finds herself against very powerful goons and having people from her own department against her.,Priyanka Chopra|Prakash Jha|Manav Kaul|Ninad Kamat|Rahul Bhat|Kiran Karmarkar|Murli Sharma|Ayush Mahesh Khedekar|Jagat Singh|Vega Tamotia|Shakti Kumar|Indraneel Bhattacharya|Ravi Khanvilkar|Ankush Bali|,4 March 2016 (India)
tt3410408,A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.,John Abraham|Nishikant Kamat|Sharad Kelkar|Teddy Maurya|Diya Chalwad|Kazu Patrick Tang|Shruti Haasan|Prashanti Talpankar|Nathalia Kaur|Paromita Chatterjee|Akanksha Awasthi|Viren Vajpayee|Vansh Sanghani|Jayant Sawarkar|,25 March 2016 (USA)
tt4900716,A story revolving around a dysfunctional family of 2 brothers who visit their family and discover that their parents marriage is on the verge of collapse the family is undergoing a financial crunch and much more as the drama unfolds.,Sidharth Malhotra|Fawad Khan|Alia Bhatt|Rajat Kapoor|Rishi Kapoor|Anahita Oberoi|Vikram Kapadia|Pradeep Pradhan|Fahim Shaikh|Niti Apurva Patel|Aalekh Kapoor|Sukant Goel|Ratna Pathak Shah|Aditya Gunavanthe|,18 March 2016 (USA)
tt5056470,Tara Wadia (Farah Karimaee)  a singer and girlfriend of a gangster Raghu (Himesh Reshammiya) lives with her mother (Shernaz Patel). She goes to Dublin where she gets detained after being ...                    ,Himesh Reshammiya|Farah Karimaee|Naseeruddin Shah|Shekhar Kapur|Shernaz Patel|Monica Dogra|Kabir Bedi|Suneel Dutt|Myles Molloy|Ann Marie O'Connor|Richard O'Leary|Warren Renwick|Degnan Geraghty|,11 March 2016 (India)
tt5518128,A pair of nymphomaniacs compete in seducing couples to sleep with them.,Patralekhaa Paul|Tara-Alisha Berry|Gaurav Arora|Hiten Tejwani|Rukhsar Rehman|Dinesh Chaturvedi|Vishnu Sharma|Rinki Singhvi|Anant Kumar|Umar Sharif|Alisha Farrer|B.K. Tiwari|Paras Thakral|Ajay Kumar Singh|,8 April 2016 (India)
tt5005684,A story about a single women (a Mom) and dreams on her Daughter.,Swara Bhaskar|Ratna Pathak Shah|Riya Shukla|Pankaj Tripathi|Neha Prajapati|Prashant Tiwari|Vishal Nath|Ganesh Kumar|,22 April 2016 (India)
tt3495026,Gaurav develops an obsession with a movie star who looks just like him. He goes to Mumbai to meet his idol  but he refuses to grant him five minutes of his time. Gaurav is enraged and plots to destroy his hero.,Shah Rukh Khan|Sayani Gupta|Carolina Main|Shriya Pilgaonkar|Vaunisha Kapoor|Atul Sharma|Manoj Anand|Zachary Coffin|Puja Panchkoty|Deepika Amin|Glenn Webster|Halima Nagori|Abdul Hakim Joy|Paul Blackwell|,15 April 2016 (USA)
tt4864932,A martial arts student seeks revenge after the murder of his master.,Shraddha Kapoor|Tiger Shroff|Sudheer Babu Posani|Paras Arora|,29 April 2016 (USA)
tt4505006,'Shortcut Safari' is about adventures of a group of 7 urban children  between ages 10 to 14 years  who get stuck in a deep  dense forest while returning from a day long trip organised by the Nature Club of their School.,Jimmy Sheirgill|,29 April 2016 (India)
tt3590416,A conman finds refuge in becoming a baba and carries out his various criminal activities under the guise. A policeman  a journalist and politicians get entangled in his Web of deceit.,Pankaj Tripathi|Sandeepa Dhar|Ravi Kishan|Abhimanyu Singh|Leena Balodi|Vishwa Bhanu|,11 March 2016 (India)
tt5600714,The friendship of two men is tested when things go wrong in their blood theft business.,Randeep Hooda|Akshay Oberoi|Rajniesh Duggall|Piaa Bajpai|Meenakshi Dixit|Rajendra Sethi|Kumar Saurabh|Jai Hind Kumar|,22 April 2016 (India)
tt2909396,Two friends and their sweet and endearing misadventures and one of these misadventures sees them land in the middle of a kidnapping investigation.,Boman Irani|Vir Das|Neha Dhupia|Lisa Haydon|Ram Kapoor|Johnny Lever|Vijay Raaz|Tinnu Anand|Sanjay Mishra|Ayub Khan|Vrajesh Hirjee|Vijay Patkar|Sonu Nigam|Ranjeet|,22 April 2016 (India)
tt2009592,"The film centers on a recluse known as ""Colonel"" and the final five days when Colonel's plantation of a high potency variant of marijuana gets ready for harvest.",Kartik Elangovan|Vinay Forrt|Aahana Kumra|P.T. Manoj|Yadu Sankalia|Naseeruddin Shah|Vipin Sharma|Sridevi|Tippu|,8 April 2016 (India)
tt5638500,After her husband is possessed by an evil spirit  a woman turns to her former lover to perform an exorcism.,Sharman Joshi|Meera Chopra|Vishal Karwal|Surendra Pal|Charu Rohatgi|Sushmita Mukherjee|Siraj Mustafa|Jalpa Bhatt|Jagat Rawat|Vishal Malhotra|Dinesh Mehta|Kamal Adib|Jyoti Chudasma|Mansi|,6 May 2016 (USA)
tt2939912,An emotional thriller based on a road trip from Mumbai to Pune. Inspired from the real events that happened in Chennai,Manoj Bajpayee|Jimmy Sheirgill|Divya Dutta|Prasenjit Chatterjee|Parambrata Chattopadhyay|Sachin Khedekar|Vikram Gokhale|Kitu Gidwani|Amol Parashar|Nikita Thukral|Richa Panai|Vishal Singh|Divya Unny|Jishnu|,6 May 2016 (India)
tt5615116,Dear Dad is a bittersweet coming of age story; involving a father-son duo 14 year old Shivam  and his 45 year old dad Nitin Swaminathan. The father-son duo embarks on an impromptu road trip...                    ,Arvind Swamy|Ekavali Khanna|Himanshu Sharma|Bhavika Bhasin|,6 May 2016 (India)
tt5456810,The film hits hard on the superstitions present in the society through the comical situations in the life of a mental patient  based on things going on in Bihar rural areas. India's rural ...                    ,Sanjay Singh|Asrani|Natalya Llina|Surendra Rajan|Kirran Sharad|Yajuvendra Singh|Amitabh Acharya|,
tt4906984,Biographical sports drama based on the life of former Indian international cricketer  Mohammad Azharuddin,Emraan Hashmi|Nargis Fakhri|Prachi Desai|Lara Dutta|Kunaal Roy Kapur|Gautam Gulati|Sammy John Heaney|Mohit Chhabra|Anikie Maguire|Kulbhushan Kharbanda|Rajesh Sharma|Hemant Chaudhary|Shernaz Patel|Virendra Saxena|,13 May 2016 (USA)
tt1890363,Vikram Pandit (Arunoday Singh) a student of the Indian Institute of Business becomes the blue-eyed boy of Professor Jamshed Batki (Anupam Kher). Under Batki's influence Vikram starts public...                    ,Aanchal Dwivedi|Mahie Gill|Pallavi Joshi|Anupam Kher|Arunoday Singh|Gopal K. Singh|,13 May 2016 (India)
tt5743656,An agoraphobic young woman  traumatized by past events  finds herself trapped and terrorized in her own home.,Radhika Apte|Amrita Bagchi|Nivedita Bhattacharya|Yashaswini Dayama|Satyadeep Misra|Arush Nand|,27 May 2016 (India)
tt5632164,Officer Kannan leads a group of police officers to track down the bandit  Veerappan.,Sachiin Joshi|Sandeep Bharadwaj|Usha Jadhav|Nissar Khan|,27 May 2016 (India)
tt4857886,Centered on ex-mixed martial arts artist Sooraj (Randeep Hooda) and sculptor artist Jenny (Kajal Aggarwal). Their fate intertwines when their past are revealed in their blooming relationship.,Kajal Aggarwal|Anil George|Randeep Hooda|Snehal Kulshreshtha|Mamik Singh|,10 June 2016 (India)
tt4434004,A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.,Shahid Kapoor|Alia Bhatt|Kareena Kapoor|Diljit Dosanjh|Satish Kaushik|Manav Vij|Vansh Bhardwaj|Suhail Nayyar|Prabhjyot Singh|Rajesh Kumar Sharma|Kamal Tiwari|Mahabir Bhullar|Suvinder Vicky|Dilawar Sidhu|,17 June 2016 (USA)
tt5120640,Biopic of Sarabjit Singh  a farmer residing at Bhikiwind  Punjab  near the Indo-Pak border  crossed the border after having a couple of drinks. However  he was mistaken to be an Indian spy and was sentenced with capital punishment.,Randeep Hooda|Aishwarya Rai Bachchan|Richa Chadha|Darshan Kumaar|Shiwani Saini|Ankita Shrivastav|Ankur Bhatia|Arbaaz Ali Khan|,20 May 2016 (USA)
tt4814290,A grandfather  a priest  and a police officer investigate the case of a kidnapped child.,Amitabh Bachchan|Nawazuddin Siddiqui|Vidya Balan|Mukesh Chhabra|Aarnaa Sharma|Prakash Belawadi|Sabyasachi Chakrabarty|Suneel Sinha|Padmavati Rao|Tota Roy Chowdhury|Paritosh Sand|Anupam Bhattacharya|Sumit Samaddar|Madhumita Sen|,10 June 2016 (USA)
tt4581032,Can a boy in love win over his beloved's heart and change her views on love and commitment?,V. Ravichandran|Chandan Kumar|Sudeep|P. Ravi Shankar|Sadhu Kokila|Srujan Lokesh|Sunny Leone|Sammir Dattani|Sudharani|Nikesha Patel|Bullet Prakash|Shakeela|,17 September 2015 (India)
tt6656806,A bank security guard Abbas (Ruslaan) ploys to loot his own bank with a little help from his allies. The robbery doesn't end well and he must fight to save the love of his life.,Hazel Croney|Devshi Khanduri|Ruslaan Mumtaz|,13 May 2016 (India)
tt5662932,Ramanna  a maniac murderer  finds a soulmate in Raghavan  a policeman  who inspects his murder cases. He tries to make Raghavan realize how they both are similar.,Nawazuddin Siddiqui|Vicky Kaushal|Sobhita Dhulipala|Mukesh Chhabra|Anuschka Sawhney|Vipin Sharma|Deepali Suryakant Badekar|Ashok Lokhande|Harssh Singh|Rajesh Jais|Hitesh Dave|,24 June 2016 (USA)
tt3840534,Captain Jahan Bakshi rescues a Punjabi girl  Suhani. This starts a friendship that evolves into a passionate love affair.,Pulkit Samrat|Yami Gautam|Gulshan Devaiah|Hrishitaa Bhatt|S. Poonam Kaur|Aneesha Joshi|Herry Tangiri|Khushboo Upadhyay|Sanjay Mehandiratta|Charu Rohatgi|Shakeel Khan|Ravi Khemu|Anoop Kamal Singh|Madhuri D. Bandiwedkar|,24 June 2016 (India)
tt5784778,Raja(Haider Khan) is a guy who has always remained a 'good friend' to most of the girls  that is if they have not already beaten him up! He has always been shy  never to open his heart out....                    ,Zeenat Aman|Raj Babbar|Meenu Bhardwaj|Raja Bundela|Shweta Giri|Haider Khan|Hyder Khan|Mobin Khan|Mohsin Khan|Sushmita Mukherjee|Alok Nath|Hemant Pandey|,24 June 2016 (India)
tt4088588,Believing actor and goodwill ambassador Shah Rukh Khan can help her brother get an operation to restore his sight  a 10-year old girl takes her blind 8-year old brother on a trek across Rajasthan in search of the superstar.,Krrish Chhabria|Hetal Gada|Vipin Sharma|Gulfam Khan|Idhant Singh|Swastik Ram Chavan|Narendar Singh Rajpurohit|Vincent Daniel|Harmeet Arora|Sanjana Singh|Rajiv Laxman|Rishi Deshpande|Vijay Maurya|Pratyaksh Kalra|,17 June 2016 (USA)
tt4365060,The film is a fast paced investigative thriller set in Mumbai  present day. Inspired by true event  the film revolves around a hostage crisis and what happens within 7 hours after that incident.,Vipin Sharma|Sandeepa Dhar|Aakash Dabhade|Shiv Panditt|Varun Badola|Ananya Sengupta|Natasa Stankovic|Himanshu Malik|Kettan Singh|Ankur Jain|Rohit Vir|Gyan Gautam|Zeenal Kamdar|,24 June 2016 (India)
tt4358344,Rough Book is a hard look at the education system in contemporary India. Though one of the finest systems in the world  the lacunae in the system have created issues. The story is told to ...                    ,Tannishtha Chatterjee|Mukesh Hariawala|Amaan f Khan|Kaizaad Kotwal|Joy Sengupta|Jayati Bhatia|Jayesh Bhatia|Deepika Amin|Vinay Jain|Ram Kapoor|,24 June 2016 (India)
tt4832640,Sultan is a classic underdog tale about a wrestler's journey  looking for a comeback by defeating all odds.,Salman Khan|Anushka Sharma|Kubbra Sait|Marko Zaror|Randeep Hooda|Hans Marrero|Tyron Woodley|Björn Freiberg|Amit Sadh|Ron Smoorenburg|Kabir Khan|Parikshat Sahni|Marrese Crump|Kumud Mishra|,6 July 2016 (USA)
tt5240748,A champion college quizzing team try to win the all-India finals and lose their virginities.,Shashank Arora|Tanmay Dhanania|Chaitanya Varad|Vaishwath Shankar|Sindhu Sreenivasa Murthy|Subholina Sen|Anula Navlekar|Sid Mallya|Denzil Smith|Biswa Kalyan Rath|Shataf Figar|Kartik Iyer|Anisa Butt|Amrusha Palchaudhuri|,7 July 2016 (USA)
tt5760490,A suspended cop and his wife try to find out his sister when he gets caught in a human trafficking nexus. But the mastermind behind this is someone unknown to everyone.,Avinash Dhyani|Prashant Narayanan|Tulna Butalia|,27 May 2016 (India)
tt4675030,Amar  Meet and Prem go into a small town where they encounter a 'femme fatale' in the form of Ragini. Ragini is everything they had dreamed of  but she slowly turns into their worst nightmare!,Urvashi Rautela|Riteish Deshmukh|Vivek Oberoi|Aftab Shivdasani|Puja Bose|Mishti|Shradha Das|Usha Nadkarni|Kangna Sharma|Ketan Karande|Sanjay Mishra|Bhadra Parekh|Vijay Gupta|Farzil Pardiwalla|,15 July 2016 (India)
tt4579982,This is the story of Aditya a struggling photographer holidaying in the beautiful valleys of Himachal Pradesh  where he meets a pretty girl Sophie and happens to click her while sight ...                    ,Sara Loren|Adhyayan Suman|Aaryansh Arora|Sanskkriti Jain|Sanjay Gurbaxani|Narendra Jetley|,22 July 2016 (India)
tt2963974,A motley crew of university students set out on a journey in pursuit of a mythical form of hash  confronting a series of encounters that begin to unravel the myriad realities of rebellion.,Tom Alter|Raaghav Chanana|Ira Dubey|Lushin Dubey|Auritra Ghosh|Rahil Gilani|Barry John|Santosh Ojha|Beatrice Ordeix|Lili Rocha|Imaaduddin Shah|,22 July 2016 (India)
tt5713232,When Nirmal loses his family in a disaster caused by government corruption  he embarks on a journey seeking accountability and revenge.,Irrfan Khan|Jimmy Sheirgill|Vishesh Bansal|Tushar Dalvi|Nitish Pandey|,22 July 2016 (India)
tt4818930,Shiv and Tara support each other while their partners are healing at the hospital.,Naseeruddin Shah|Kalki Koechlin|,27 May 2016 (India)
tt5165344,A naval officer returns home to find out about his wife's affair. Soon  he surrenders after murdering the lover but as the case unfolds  it starts to reveal his hidden intention.,Ileana D'Cruz|Akshay Kumar|Manoj Bajpayee|Sharad Kelkar|Esha Gupta|Arjan Bajwa|Hiten Patel|Sachin Khedekar|Kumud Mishra|Pavan Malhotra|Ty Hurley|Brijendra Kala|Parmeet Sethi|Kanwaljit Singh|,12 August 2016 (India)
tt4022278,An assassin loses his memory in an accident. He wakes up knowing only his name  and a subconscious memory of a crime he has committed.,Rajeev Khandelwal|Gauhar Khan|Gemma Atkinson|Ankita Makwana|Caterina Murino|Victor Banerjee|,5 August 2016 (India)
tt5752458,Hai Apna Dil Toh Awara is a slice of life in the lives of three couples who have their own point of views about life and when their thoughts collide  it's a Bull vs Matador fight to the finish for them.,Sahil Anand|Niyati Joshi|Vikram Kochhar|Divvya Chouksey|Nilesh Lalwani|Jayaka Yagnik|Herry Tangiri|Sareh Far|,5 August 2016 (India)
tt3679060,When India's top batsman goes missing in the Middle East  two mismatched cops must team up for a 36-hour manhunt before the cricket final.,John Abraham|Varun Dhawan|Nargis Fakhri|Jacqueline Fernandez|Rahul Dev|Satish Kaushik|Saqib Saleem|Vijay Raaz|Akshay Kumar|Akshaye Khanna|Rashmi Nigam|Tarun Khanna|Parineeti Chopra|Tirth|,29 July 2016 (USA)
tt4642936,A modern day adaptation of the legendary fable of Savitri  Satyavaan and Yamaraj from Mahabharata  one of the major Sanskrit epics of ancient India. The modern day Savitri is adept in martial arts and will do anything to save her husband.,Niharica Raizada|Rajat Barmecha|Lucy Pinder|Tim Man|Om Puri|Gulshan Grover|Ron Smoorenburg|Aditya Raj|Karamveer Choudhary|Sheetal Khandal|Palak J. Jhaveri|,25 August 2016 (India)
tt5235880,Jatt is a reluctant superhero who fights crime and protects people. He meets his match in the evil Raka  who he must vanquish to save the day.,Tiger Shroff|Jacqueline Fernandez|Nathan Jones|Kay Kay Menon|Mukesh Hariawala|Amrita Singh|Gaurav Pandey|Shraddha Kapoor|Amrita Puri|,25 August 2016 (India)
tt5472758,After fleeing an arranged marriage  a feisty Indian woman finds herself stranded in Pakistan where the ex-governor's son helps reunite her with her boyfriend.,Diana Penty|Abhay Deol|Jimmy Sheirgill|Ali Fazal|,19 August 2016 (USA)
tt3859980,In 2016 BC  a kind farmer leads an uprising in the city of Mohenjo Daro.,Hrithik Roshan|Pooja Hegde|Kabir Bedi|Arunoday Singh|Suhasini Mulay|Nitish Bharadwaj|Kishori Shahane|Sharad Kelkar|Manish Chaudhary|Narendra Jha|Shaji Chaudhary|Tufail Khan Rigoo|Diganta Hazarika|Naina Trivedi|,12 August 2016 (USA)
tt5571734,When three young women are implicated in a crime  a retired lawyer steps forward to help them clear their names.,Taapsee Pannu|Amitabh Bachchan|Kirti Kulhari|Andrea Tariang|Piyush Mishra|Angad Bedi|Vijay Varma|Raashul Tandon|Tushar Pandey|Dhritiman Chatterjee|Mamata Shankar|,16 September 2016 (USA)
tt5639388,The fourth installment of a horror series that explores secrets  mysteries and human frailties.,Emraan Hashmi|Kriti Kharbanda|Suzanna Mukherjee|Gaurav Arora|Ashwath Bhatt|Hargun Grover|Trupti Agarwal|,16 September 2016 (India)
tt5943306,A debt collector becomes a golfing sensation.,Nawazuddin Siddiqui|Arbaaz Khan|Amy Jackson|Asif Basra|,9 September 2016 (USA)
tt5197544,The highs and lows of a romantic relationship are examined through flashbacks and flash-forwards.,Sidharth Malhotra|Katrina Kaif|Sayani Gupta|,9 September 2016 (USA)
tt5755606,A banjo player seeks fame  success  and respect.,Riteish Deshmukh|Nargis Fakhri|Aditya Kumar|Ram Menon|Dharmesh Yelande|Uday Sabnis|Janardhan Parab|Luke Kenny|Sheeba George|,23 September 2016 (USA)
tt3043252,In the arid landscape of Rajashthan  four women navigate their way through personal and cultural difficulties.,Tannishtha Chatterjee|Radhika Apte|Lehar Khan|Surveen Chawla|Dinesh Pradhan|Farrukh Jaffar|Kanwar Jagdish|Riddhi Sen|Tarun Jasor|Praveen Choudhary|Prince Gehlot|Nancy Nisa Beso|Anuradha Adwani|Sumeet Vyas|,17 June 2016 (USA)
tt5909308,The movie revolves around the lives of eight friends and their journey of growing up while they face the highs and lows of their relationships  love and romance  the end of their college days and the beginning of a new life.,Yash Soni|,23 September 2016 (India)
tt5928576,Tukaram Marathe a farmer from Maharashtra comes to Agra with his family and claims that the land where Taj Mahal stands is his.,Shreyas Talpade|Manjari Fadnnis|,23 September 2016 (India)
tt4916048,A collection of three comic-dramatic stories set in Mumbai. The first is about a diligent office worker who wins the office 'Fun Committee Award'  which entitles him to a whole day full of ...                    ,Vinay Pathak|Amruta Subhash|Tannishtha Chatterjee|Chandan Roy Sanyal|Sameer Kochhar|Sana Sheikh|Uttara Baokar|Ashwin Mushran|Mithun Rodwittiya|Bhushan Vikas|Naman Banthia|Jaswinder Singh|Jyoti Subhash|Mukul Chadda|,8 September 2015 (Italy)
tt4169250,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.,Sushant Singh Rajput|Kiara Advani|Anupam Kher|Disha Patani|Bhoomika Chawla|Sanjay Dadich|Kali Prasad Mukherjee|Zeeshaan|Mithu Chakraborty|Kranti Prakash Jha|Ashrut Jain|Brijendra Kala|Mukesh Bhatt|Jitin Gulati|,30 September 2016 (USA)
tt6040012,The story is about medieval warrior who fights for the honor of his land and the dignity of the womenfolk. The story travels centuries apart as he emerges in another role as a modern Indian...                    ,Ashok Insan|Bhushan Insan|Charanpreet Insan|Garima Insan|Honeypreet Insan|Kainaat Insan|Rajesh Insan|Sukhottam Insan|,7 October 2016 (India)
tt7997334,Add a Plot »,Jimmy Sharma|,
tt6118134,"Indian biographical film based on the life of social activist  Kisan Baburao ""Anna"" Hazare.",Shashank Udapurkar|Tanishaa Mukerji|Govind Namdeo|Rajit Kapoor|Sharat Saxena|Daya Shankar Pandey|Atul Srivastava|Anant Jog|Arif Zakaria|Kishore Kadam|,14 October 2016 (India)
tt3862004,Unable to consumate his marriage  Mohan becomes a social pariah in Mumbai's cramped living conditions  where privacy is a luxury not everyone can afford.,Shubham|Swati Kapoor|Uday Tikekar|Shalini Arora|Paritosh Sand|Sarika Singh|Vicky Ahuja|Shivani Gosain|Hemant Dhome|Anushkaa Singh|Pradeep Gupta|Khurshed Lawyer|Pawan Shharma|,14 October 2016 (India)
tt6041458,The Hindi version of the trilingual horror-comedy wherein a husband finds out his wife is possessed. The Telugu version is Abhinetri (2016) and the Tamil version is Devi(L) (2016),RJ Balaji|Tamannaah Bhatia|Prabhu Deva|Karishma Gulati|Esha Gupta|Hema|Farah Khan|Ravi Khanna|R.V. Udhaya Kumar|Joy Mathew|Sapthagiri|Murli Sharma|Kanwalpreet Singh|Sonu Sood|,7 October 2016 (India)
tt6278732,Motu and Patlu are best friends. When trouble engulfs the village  they team up to save the day.,Saurav Chakraborty|,14 October 2016 (India)
tt5227468,A young and ambitious woman's life suddenly comes crashing down when she is betrayed in love. Determined to get revenge she reinvents herself as a successful businesswoman.,Sunny Leone|Rajniesh Duggall|Daniel Weber|Rajeev Verma|,14 October 2016 (India)
tt2614722,A small village in India is invigorated when one of their own travels to America (aka  UMRIKA) and details his adventures through letters home  sparking community debate and inspiring hope....                    ,Aashish Bhatt|Uplaksh Kochhar|Megh Pant|Mayur More|Pankaj Chaudhary|Mukesh Agrohari|Pramod Pathak|Shreyas Pandit|Rajesh Singh|Mandar Shende|Ayussh Ashwani K. Verma|Tony Revolori|Shrikant Yadav|Shruti Bapna|,29 July 2015 (France)
tt3771536,A skilled mountaineer races against time to rescue his mute daughter from the clutches of human traffickers in Bulgaria.,Ajay Devgn|Abigail Eames|Erika Kaar|Sayyeshaa Saigal|Vir Das|Girish Karnad|Saurabh Shukla|Sandeep Shrivastava|Amit Behl|Vikas Shorey|Pratik Khattar|Aakash Dabhade|Bijou Thaangjam|Ambika Oli|,28 October 2016 (USA)
tt5637188,SAAT UCHAKKEY is a comedy caper about 7 petty crooks blundering their way through an exciting gamut of mystery  greed  treachery and running into one riotous crisis after another. Set ...                    ,Manoj Bajpayee|Vijay Raaz|Aditi Sharma|Annu Kapoor|Jatin Sarna|Vipul Vig|Aparshakti Khurana|Kay Kay Menon|Lushin Dubey|Kali Prasad Mukherjee|Brijesh Karanwal|Anjor Sharma|Sunita Shirole|Ashok Pathak|,14 October 2016 (India)
tt6046994,Two lovers fall into a passionate love affair in the underworld.,Ronit Roy|Ashmit Patel|Gashmeer Mahajani|Reecha Sinha|,11 November 2016 (India)
tt2137241,The band  Magik reunites with some new members.,Farhan Akhtar|Shraddha Kapoor|Arjun Rampal|Purab Kohli|Prachi Desai|Shashank Arora|Shahana Goswami|,11 November 2016 (USA)
tt5717110,This film centers around the life of Taran (Neha Sharma)  who loses her fiance Amar in a skiing accident. Her life changes when she meets Shekhar  who has seen the best and worst of times. ...                    ,Neha Sharma|Aditya Seal|Aashim Gulati|Mouni Roy|Meher Vij|Sonia Balani|Kanwaljit Singh|Jaspreet Singh|Alishah Ahmad|Emma Sarah Richardson|Stephanie Payne|Edward York|Nicola Jane Macdonald|Harry Verma|,18 November 2016 (India)
tt4559006,This story explores love - the shapes it takes  the ways it changes us and the exhilarating and often terrifying ride it takes us on. It is the journey of two characters  Alizeh and Ayan  as they navigate life  love and heartbreak.,Ranbir Kapoor|Aishwarya Rai Bachchan|Anushka Sharma|Fawad Khan|Lisa Haydon|Imran Abbas|Pooja Mehta|Cru Fox|Jamil Ahmed|Phyl Cashman|Timea Gazdag|Yohan Contractor|Byron|Yolita|,28 October 2016 (USA)
tt5343678,A young real-estate broker tries to pull off a huge scam  which goes horribly wrong. To fix everything he involves his begrudging wife leading to an end neither could imagine.,Neha Dhupia|Ranvir Shorey|Devendra Chowhan|Vidushi Mehra|Priya Tandon|,25 November 2016 (India)
tt5156746,ACP Yashvardhan teams up with RAW Agent KK to bring down the mole within RAW.,John Abraham|Sonakshi Sinha|Tahir Raj Bhasin|Adil Hussain|Björn Freiberg|,18 November 2016 (USA)
tt5108476,Set in Paris  Befikre is the free-spirited  contemporary love story of Dharam and Shyra  two young people who believe in living life to the fullest.,Vaani Kapoor|Ranveer Singh|Elisa Bachir Bey|Akarsh Khurana|Ayesha Raza|Julie Ordon|Vincent Paquot|Pauline Deshons|Hugo Diego Garcia|Aru Krishansh Verma|Armaan Ralhan|Noom Diawara|François-Marie Nivon|Oceane Dailly|,9 December 2016 (USA)
tt5946128,Kaira is a budding cinematographer in search of a perfect life. Her encounter with Jug  an unconventional thinker  helps her gain a new perspective on life. She discovers that happiness is all about finding comfort in life's imperfections.,Alia Bhatt|Shah Rukh Khan|Kunal Kapoor|Priyanka Moodley|Prateek Jain|Aditya Roy Kapoor|Ali Zafar|Bobby Duggal|Angad Bedi|Darwin|Raj Bhansali|Sharic Sequeira|Dilip|Akanksha Gade|,23 November 2016 (USA)
tt5933706,Shirin  a singer mysteriously disappears. Abhay looks for Shirin and tries to solve this mysterious incident.,Sonarika Bhadoria|Amir Dalvi|Rajniesh Duggall|Vishal Malhotra|Neetha Shetty|,25 November 2016 (India)
tt5638474,People get entangled in a mystery when a murder is committed on live television.,Sharman Joshi|Sana Khaan|Gurmeet Choudhary|Rajniesh Duggall|Himmanshoo A. Malhotra|Prarthana Behere|Sherlyn Chopra|Zareen Khan|,16 December 2016 (India)
tt5752374,Based on the innocent friendship between a Hindu boy Raghu and a Muslim girl which rapidly escalates into a political minefield  causing unrest and chaos in Uttar Pradesh.,Jimmy Sheirgill|Ashutosh Rana|Rahul Chahan|Suha Gezen|Eijaz Khan|Sanjay Suri|Hiten Tejwani|Aniruddh Dave|Narendra Jha|Deep Raj Rana|Hrishitaa Bhatt|Neetu Pande|,1 July 2016 (India)
